Publication Title,Author,Publication Year,Venue,bib
Integration along the value chain in construction through robot oriented management,Thomas Bock munich,2011,"Architectural Management in the Digital Arena, 21, 2011"
Strategy for the development of assistive Environments based on geriatric Assessment,Thomas Bock munich,2011,"Proceedings of 28th International Symposium on Automation and Robotics in …, 2011"
Application of Infra-Free Motherboard (IFM) in a decentralized community for a customized real-time processing multidirectional energy supply network,Thomas Bock munich,2009,"Journal of Asian Architecture and Building Engineering 8 (2), 407-414, 2009"
From early Trials to advanced Computer Integrated Prefabrications of Brickwork,Thomas Bock munich,2009,"New Perspective in Industrialization in Construction, 2009"
Customized Automation and Robotics in Prefabrication of Wood Elements,Thomas Bock munich,2009,"New Perspective in Industrialization in Construction, 2009"
Adaptive cruise control,Thomas Bock munich,2008,"ATZextra worldwide 13 (2), 56-59, 2008"
Off Site Industrialization-Process and Production Technologies Towards Customized Automation and Robots in Prefabrication of Concrete Elements,Thomas Bock munich,2008,"CIB TG57-Industrialisation in Construction, 2008"
Contact task by force feedback teleoperation under communication time delay,Thomas Bock munich,2007,"Human Robot Interaction, 2007"
Special issue on construction robotics.,Thomas Bock munich,2007,"Autonomous Robots 22 (3), 199-199, 2007"
The Integrated Project ManuBuild of the EU,Thomas Bock munich,2006,"23rd ISARC 2006 Int. Sympos. on Automation and Robotics in Construction …, 2006"
Flexible industrialization in construction by humanoid construction robots?.,Thomas Bock munich,2005,"Combining Forces-Advancing Facility Management and Construction through …, 2005"
Robotic mounting system for large-panel building,Thomas Bock munich,2004,"Proc., Int. Symp. on Automation and Robotics in Construction (ISARC), 1-5, 2004"
Monitoring of the boring trajectory in underground channel,Thomas Bock munich,2003,"NIST SPECIAL PUBLICATION SP, 519-524, 2003"
Computer technologies in construction robots control,Thomas Bock munich,2003,"NIST SPECIAL PUBLICATION SP, 501-504, 2003"
Embedded system and augmented reality in facility management,Thomas Bock munich,2002,"Adv. Building Technol 1, 351-354, 2002"
Robotic Architecture.,Thomas Bock munich,2002,"ICHH, Bombay, 06.-12.02. 2002, 2002"
Rationalisierungsmöglichkeiten im Mauerwerksbau durch mobile und stationär Mauerrobotersysteme,Thomas Bock munich,1996,"ZI (Ziegelindustrie International), 47-54, 1996"
Innovationen im Bauwesen: Voll-und teilautomatischer Hochbau,Thomas Bock munich,1994,"Bautechnik 71 (02/1994), 70-76, 1994"
"Roboter und Telemanipulatoren für Reinigungs-, Inspektions-und Wartungsaufgaben an Fassaden und auf Dachbereichen",Thomas Bock munich,1993,"Deutsches Architektenblatt (Ausgabe Baden-Württemberg) 25 (01/1993), 86-93, 1993"
Erfahrungen bei der Konstruktion eines Baumontagerdsoters,Thomas Bock munich,1993,"Bauingenieur 68 (6), 249-261, 1993"
AprilTag detection for building measurement,Thomas Bock munich,2023,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2023"
Solution Kits for automated and robotic façade upgrading,Thomas Bock munich,2022,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2022"
Towards a Distributed Intelligent Home Based on Smart Furniture for China's Aging Population: A Survey,Thomas Bock munich,2021,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2021"
REACH: Solutions for Technology-Based prevention and empowerment for older people and their caregivers,Thomas Bock munich,2020,"Journal of Population Ageing 13, 131-137, 2020"
Cyber-physical System for Diagnosing and Predicting Technical Condition of Servo-drives of Mechatronic Sliding Complex during Construction of High-rise Monolithic Buildings,Thomas Bock munich,2020,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2020"
An Affordable and Adaptable Building System to Transform Informal Settlements in Cairo,Thomas Bock munich,2018,"Proceedings of S. ARCH International Architecture Conference, 2018"
Development of a Methodology based on Requirements Engineering for Informal Settlements upgrading in Cairo,Thomas Bock munich,2016,"Proceedings of the CIB* IAARC W119 CIC 2016 Workshop, 2016"
Ki-NEW-Matics,Thomas Bock munich,2014,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2014"
Towards a Sustainable Construction Industry: Automated Deconstruction and Recycling,Thomas Bock munich,2013,"Democratic Transition and Sustainable Communities, 611, 2013"
Better living by technical assistance and mobility in an aging society,Thomas Bock munich,2013,"TAR Conference Technical Assisted Rehab Conference Berlin, 2013"
Towards an embedded robotic environment (ERE) in existing buildings,Thomas Bock munich,2013,"Proceedings of the Creative Construction Conference 2013, 2013"
A methodology for adapting housing stock using modular infills,Thomas Bock munich,2013,"Proceedings of the Creative Construction Conference 2013, 382-390, 2013"
Robot oriented construction management,Thomas Bock munich,2013,"Mass Customisation and Personalisation in Architecture and Construction: A …, 2013"
Innovation Deplyment Strategies in Construction,Thomas Bock munich,2012,"Creative Construction 2012, 2012"
Systematische Entwicklung eines komplexen multidimensionalen Assistenzsystems am Beispiel des GEWOS-Bewegungssessels,Thomas Bock munich,2012,"Tagungsband zum 5. Deutschen AAL Kongress 2012, 2012"
Development of Performance Oriented Robotive Environments through Process Analysis/Modification,Thomas Bock munich,2011,"Proceedings of the 28th International Symposion on Automation and Robotics …, 2011"
Automation and Robotic Assisted Living,Thomas Bock munich,2010,"27th International Symposium on Automation and Robotics in Construction …, 2010"
Mechatronics assisted archicteture,Thomas Bock munich,2010,"27th International Symposium on Automation and Robotics in Construction …, 2010"
Automation and Robotics in On-site-Production and Urban Mining,Thomas Bock munich,2009,"New Perspective in Industrialization in Construction, 2009"
Urban Mining–der nachhaltige Baubetrieb: Vom automatisierten Auf-zum Rückbau.,Thomas Bock munich,2009,"Festschrift zum 40jährigen Jubiläum des Instituts für Baubetrieb und …, 2009"
"On Site Industrialization-Process and Production Technologies, Automation and Robotics of On-Site Production and Maintenance",Thomas Bock munich,2008,"CIB TG57-Industrialisation in Construction, 2008"
3D loom–automated design and manufacturing of tailor-made high-tech fabrics,Thomas Bock munich,2007,"24th International Symposium on Automation and Robotics in Construction, ISARC, 2007"
WaKaGaCAR: Wadokei Karakuri Gattai Construction Automation Robotics,Thomas Bock munich,2006,"23rd ISARC 2006 Int. Sympos. on Automation and Robotics in Construction …, 2006"
Innovation in construction by automation and robotics.,Thomas Bock munich,2006,"IAARC Newsletter, 2006"
Mathematical models construction for building robots with due account of elastic deformations of mechanisms,Thomas Bock munich,2005,"22th International Symposium on Automation and Robotics in Construction, 76-82, 2005"
A Concept of the Robotoid Manager with AR,Thomas Bock munich,2003,"NIST SPECIAL PUBLICATION SP, 537-542, 2003"
Robot Oriented Design of a Rapid Joining System with Integrated Servicing,Thomas Bock munich,2001,"ISARC 18th International Symposium on Automation and Robotics in …, 2001"
Automation systems in housing construction,Thomas Bock munich,1999,"ISARC'99: international symposium on automation and robotics in construction …, 1999"
Jüngste Tendenzen der Rationalisierung im Bauwesen in Japan,Thomas Bock munich,1999,"Der Bauingenieur, 515-521, 1999"
Robotik im Bauwesen (1): Robotik und Automatisierung in der stationären Fertigung,Thomas Bock munich,1998,"Detail, 1998"
Development and Trial of a Teleconstruction System,Thomas Bock munich,1997,"Proceedings 14, 1997"
CAD-So What?,Thomas Bock munich,1997,"CAAD futures 1997: Proceedings of the 7th International Conference on …, 1997"
Northern Illinois University autonomous mobile robots,Thomas Bock munich,1995,"Mobile Robots X 2591, 209-219, 1995"
Excavator rationalization by hybrid control system,Thomas Bock munich,1994,"Robotics for Challenging Environments, 110, 1994"
Automatisierungsgerechte Planung und Bauteilgestaltung,Thomas Bock munich,1993,"BMT (Baumaschine und Technik) 40 (02/1993), 99-102, 1993"
Robotik und computerintegriertes Bauen,Thomas Bock munich,1992,"BMT (Baumaschine und Technik), 245-251, 1992"
Automatisierung von Hochbauprozessen (3),Thomas Bock munich,1992,"BMT (Baumaschine und Technik) 39 (02), 323-325, 1992"
Weitere Automatisierung kann Strukturprobleme der Deutschen Bauwirtschaft verringern,Thomas Bock munich,1990,"Allgemeine Bauzeitung, 10-11, 1990"
Robotereinsatz im Bauwesen,Thomas Bock munich,1990,"Wissenschaft und Praxis Fachhochschule Biberach/Riss 61, 91-104, 1990"
Stand der Robotertechnik im Bauwesen in Japan,Thomas Bock munich,1987,"Die Bautechnik, 1987"
An Automated Prefabricated Facade Layout Definition for Residential Building Renovation,Thomas Bock munich,2023,"Buildings 13 (12), 2981, 2023"
"Construction Automation and Robotics for Concrete Construction: Case Studies on Research, Development, and Innovations",Thomas Bock munich,2023,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2023"
Investigating a 24 GHz CW-Radar for Non-Contact vital sign sensing in construction machine cockpits to increase safety on building sites,Thomas Bock munich,2020,"Creative Construction e-Conference 2020, 29-32, 2020"
Requirements for Safe Operation and Facility Maintenance of Construction Robots,Thomas Bock munich,2020,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2020"
Design and synthesis of the localization system for the onsite construction robot,Thomas Bock munich,2020,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2020"
"Adopting Off-site Manufacturing, and Automation and Robotics Technologies in Energy-efficient Building",Thomas Bock munich,2020,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2020"
Developing a roadmap for implementing on-site construction automation and robotics in Hong Kong,Thomas Bock munich,2019,"Proceedings of CIB World Building Congress 2019 ‘Constructing Smart Cities …, 2019"
Fuzzy Logic and Neural Networks for Insulation Fault Diagnosis in Construction Robots Drives,Thomas Bock munich,2019,"Creative Construction Conference 2019, 55-60, 2019"
以環境輔助生活技術輔助高齡者日常生活活動需求,Thomas Bock munich,2018,"福祉科技與服務管理學刊 6 (2), 193-210, 2018"
Automation of Davidovits theory in construction using mobile laser robot,Thomas Bock munich,2018,"Creative Construction Conference 2018, 32-37, 2018"
Rethinking Vertical City–Towards Vertical Dynamic Urbanism,Thomas Bock munich,2017,"Proceeding of the 4th International Conference S. ARCH 2017, 07-09, 2017"
A Framework for Exploring ICTM Impact on Building Design and Management Applied to a Hospital Development Project: Proposing ICTM to Building Design and Management for …,Thomas Bock munich,2017,"Proceedings of the 23rd International Symposium on Automation and Robotics …, 2017"
Will mHealth revolutionize health and clinical management and open up new horizons for mental health?,Thomas Bock munich,2016,"Yearbook of medical informatics 25 (01), 109-112, 2016"
"Presentation of the outcome of an analysis (including on-site analyses) of the current use cases and practices at HUG, SK, ZZ, Lyngby and formulation of initial, concrete use …",Thomas Bock munich,2016,"Chair of Building Realisation and Robotics, 2016"
"SMARTBEE: A Framework of Single/Multi-task On-site Adaptable Renovation Robot Technology for Building, Engineering Enhancement",Thomas Bock munich,2016,"Proceedings of the CIB* IAARC W119 CIC 2016 Workshop, 2016"
USA2–Ubiquitous and Robot Assisted Cloud Manufacturing in an Ageing Society,Thomas Bock munich,2015,"Journal of Robotics and Mechatronics 27 (1), 109-109, 2015"
Development of a seamless mobility chain in the home environment,Thomas Bock munich,2015,"8th German Ambient Assisted Living Conference, 2015"
Active Building Structure and Envelope,Thomas Bock munich,2015,"Proceedings of the 32nd ISARC, 15-18, 2015"
A Field-Oriented Test-Simulation of Embedded Lift Information System for High Rise Building,Thomas Bock munich,2015,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2015"
Independent Living by Modular and Customizable with Assistive Functions Micro-Robotic-Environments,Thomas Bock munich,2014,"7th German Ambient Assisted Living Conference, 2014"
Affordable and Adaptive Housing for Socio-technical Innovation by Construction Automation and Robotics,Thomas Bock munich,2014,"Промышленное и гражданское строительство, 5-9, 2014"
Towards a robotic refurbishment process of industrial buildings,Thomas Bock munich,2013,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2013"
Robotic Upgrading of post-war social Dwelling Envelops,Thomas Bock munich,2013,"Proceedings of the 30th International Symposium in Automation and Robotics …, 2013"
A Study of General Contractors' Management Strategies: A Time Series Analysis of the ENR Top International Contractors 225,Thomas Bock munich,2013,"Proceedings of the Creative Construction Conference 2013, 2013"
Sustainable,Thomas Bock munich,2011,"Review of Architecture and Building Science, 2011"
Mechatronic Assisted Living in intelligent Environments,Thomas Bock munich,2010,"27th International symposium on Automation and Robotics in Construction (ISARC), 2010"
Eigenschaftsentwicklung für Fahrerassistenzsysteme mithilfe von Vehicle In the Loop (VIL),Thomas Bock munich,2009,"Wie realitätsnah lässt sich Fahrerverhalten messen, 55-66, 2009"
Vernetzung von Test-und Simulationsmethoden für Fahrerassistenzsysteme,Thomas Bock munich,2009,"Technische Zuverlässigkeit, 2009"
Ambient Innovation Robotics (AIR).,Thomas Bock munich,2009,"Technik in Bayern-VDI, 37, 2009"
Service Oriented Architecture,Thomas Bock munich,2009,"2. Deutscher AAL-Kongress 2009, Berlin, 2009"
Service Oriented Architecture-robot assisted living,Thomas Bock munich,2008,"GAA Report Newsletter, 2008"
Living with Robots-Japanese Service Automation,Thomas Bock munich,2007,"VDI/VDE-IT, mst/news international newsletter on micro-nano integration, 12-15, 2007"
Automation and Robotics for Innovation in Construction,Thomas Bock munich,2006,"ICIC Int. Construction Innovations Conf., Peoria, Illinois, 30.-31.10. 2006, 2006"
Leichtbau und Systeme,Thomas Bock munich,2006,"DETAIL-MUNCHEN- 46 (7/8), 756, 2006"
CAR: Construction Automation Robotics.,Thomas Bock munich,2005,"22nd Int. Sympos. on Automation and Robotics in Construction, Ferrara, 11 …, 2005"
Roboter in der Bauproduktion und humanoide Bauroboter,Thomas Bock munich,2004,"VDI BERICHTE 1841, 157-164, 2004"
A mechatronic slip robotic system with adaptive control for erecting monolith objects,Thomas Bock munich,2004,"Proc., Int. Symp. on Automation and Robotics in Construction (ISARC), 1-6, 2004"
Konsequente vertriebsorientierte Produktion in Japan: Humanoide Bauroboter staff Billiglöhnern,Thomas Bock munich,2004,"Betonwerk und Fertigteil-Technik 70 (10), 34-39, 2004"
Robots for spacing of wood,Thomas Bock munich,2003,"NIST SPECIAL PUBLICATION SP, 269-274, 2003"
Facade Cleaning Robot,Thomas Bock munich,2002,"Advances in Building Technology:(ABT 2002), 339, 2002"
Advanced construction design and technology by robotics,Thomas Bock munich,2002,"Advances in Building Technology, 343-350, 2002"
Customer satisfaction by rapid building construction performance.-24 hours on site housing construction,Thomas Bock munich,2001,"CIB World Building Congress, Wellington, New Zealand, 02.-06.04. 2001, 2001"
PRODUCTION-Precast Construction-Streamlining of the assembly process,Thomas Bock munich,2001,"Betonwerk und Fertigteiltechnik 67 (3), 54-67, 2001"
Das Haus der Zukunft,Thomas Bock munich,2000,"VfA Profil, 2000"
Technologiefusion als Innovationstriebkraft in der japanischen Bauwirtschaft,Thomas Bock munich,2000,"Japan Analysen Prognosen, 2000"
Object-oriented planning and controlling-system for a wall construction robot,Thomas Bock munich,1995,"Proc. 12th Int. Symp. on Automation und Robotics in Construction (ISARC), 1995"
Long Distance Telemanipulating,Thomas Bock munich,1994,"Proceedings of the IMS (Intelligent Manufacturing Systems International …, 1994"
A Fatigue Detection System implemented in an Office Deployable Gateway based on Eye Movement,Thomas Bock munich,N/A,"Proceedings of the CIB* IAARC W119 CIC 2015 Workshop, 39-46, 0"
Semiautomated Primary Layout Definition with a Point Cloud for Building-Envelope Renovation,Thomas Bock munich,2024,"Buildings 14 (2), 351, 2024"
Fit Islands: Designing a Multifunctional Virtual Urban Community to Promote Healthy Aging for Chinese Older Adults,Thomas Bock munich,2024,"Smart Cities 7 (1), 208-232, 2024"
Kompetenzzentrum für Baurobotik im Hochbau (CONSAS),Thomas Bock munich,2024,"Roboter für Assistenzfunktionen: Konzeptstudien für die Interaktion in der …, 2024"
Deviation-Correcting Interface for Building-Envelope Renovation,Thomas Bock munich,2023,"Buildings 13 (9), 2386, 2023"
"An Automated Prefabricated Facade Layout Definition for Residential Building Renovation. Buildings 2023, 13, 2981",Thomas Bock munich,2023,
Kompetenzzentrum für Baurobotik im Hochbau (CONSAS)-Förderkennzeichen 16SV8637,Thomas Bock munich,2023,"Roboter für Assistenzfunktionen: Konzeptstudien für die Interaktion in der …, 2023"
"Bauautomatisierung und Robotik im Betonbau: Fallstudien zu Forschung, Entwicklung und Innovation",Thomas Bock munich,2023,"Beton-Kalender 2024, 563-573, 2023"
UAV for target placement in buildings for retrofitting purposes,Thomas Bock munich,2023,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2023"
Online Modelling and Prefab Layout definition for building Renovation,Thomas Bock munich,2023,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2023"
Mathematical description of concrete laying robots,Thomas Bock munich,2023,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2023"
Overview of robotic shotcrete technologies with basalt reinforcement,Thomas Bock munich,2023,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2023"
Determination of Homogeneous Foundation’s Settlement Based on the Integral Estimation Method,Thomas Bock munich,2022,"Modern Problems in Construction: Selected Papers from MPC 2021, 303-310, 2022"
Active Assisted Living Technology in the Context of the Built Environment,Thomas Bock munich,2022,"The Routledge Companion to Ecological Design Thinking, 555-564, 2022"
Towards Instant Availability and Full Life Cycle Resilience in Vertical Cities: Automated Deployment and Transformation of High-Rise Buildings to Mitigate Social Challenges,Thomas Bock munich,2022,"International Journal 11 (2), 75-86, 2022"
Mechatronic Sliding Formwork Complex Operating Mode Optimization Using its Servos Technical Condition,Thomas Bock munich,2021,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2021"
Detailed set of privacy guidelines and schemata: Summarization of the outcome of the development of necessary data privacy and security schemata to (1) protect sensed data;(2 …,Thomas Bock munich,2020,
Exploring Gerontechnology for Aging-Related Diseases in Design Education: An Interdisciplinary Perspective,Thomas Bock munich,2020,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2020"
Mechatronic Control System for Leveling of Bulldozer Blade,Thomas Bock munich,2020,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2020"
Ambient Integrated Robotics,Thomas Bock munich,2019,"(No Title), 2019"
"Neue Entwicklungen im Betonbau: Hintergründe, Auslegungen, Neue Tendenzen Beiträge aus Praxis und Wissenschaft",Thomas Bock munich,2019,"Beuth Verlag, 2019"
La robotisation pour la préfabrication et la mise en œuvre d’une rénovation de bâtiment,Thomas Bock munich,2019,"9th edition of the International Wood Construction Forum FBC 2019, 2019"
Algal cultivation in residential construction,Thomas Bock munich,2018,"Smart, Sustainable and Sensuous Settlements Transformation, 77-82, 2018"
Assessment method for developments in building envelope renovation with prefabricated modules,Thomas Bock munich,2018,"VIII International Congress on Architectural Envelopes., 2018"
Current concepts for technology allowing independent and active living for elderly people,Thomas Bock munich,2018,"Proceedings of the XXVIIITH International conference Research for Furniture …, 2018"
A²L-Mobilius (Affordable and Adjustable Living and Mobility for sustainable Integrated Urban Systems in Egypt,Thomas Bock munich,2018,
La construcción robotizada y su enseñanza,Thomas Bock munich,2018,"Pasajes de arquitectura y crítica, 52-53, 2018"
"A novel approach of vertical city in southern china utilizing construction robotics, open building principles, modular construction and prefabrication",Thomas Bock munich,2017,"Modular and Offsite Construction (MOC) Summit Proceedings, 2017"
Extraction of Stair Walking Parameters in Living Space by Using Kinect v2,Thomas Bock munich,2017,"Advances in Science and Technology 100, 166-171, 2017"
Production-Oriented Design and Delivery (POD2),Thomas Bock munich,2017,"Journal of Architectural Education 71 (1), 6-8, 2017"
ISARC 2017-PROCEEDINGS OF THE 34TH INTERNATIONAL SYMPOSIUM ON AUTOMATION AND ROBOTICS IN CONSTRUCTION,Thomas Bock munich,2017,"Integration 282, 287, 2017"
Bottom-up Cognitive Analysis of Bionic Inspection Robot for Construction Site,Thomas Bock munich,2017,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2017"
Folding Carton-This is how it is done well Carton Production-Presses,Thomas Bock munich,2016,"WOCHENBLATT FUR PAPIERFABRIKATION 144 (12), 826-828, 2016"
Special Issue on Construction and Built Environment,Thomas Bock munich,2016,"Journal of Robotics and Mechatronics 28 (2), 115-115, 2016"
Detailed dissemination plan-presentation of a detailed dissemination plan that coordinates and schedules dissemination activities planned by individual partners,Thomas Bock munich,2016,"Chair of Building Realisation and Robotics, 2016"
Consistency verification of marker-less gait assessment system for stair walking,Thomas Bock munich,2016,"Bioinformatics and Biomedical Engineering: 4th International Conference …, 2016"
Unobtrusive Tremor Detection While Gesture Controlling a Robotic Arm,Thomas Bock munich,2015,"Journal of Robotics and Mechatronics 27 (1), 103-104, 2015"
LISA–A Mechatronic Wall for Assistance with ADLs,Thomas Bock munich,2015,"Journal of Robotics and Mechatronics 27 (1), 107-107, 2015"
Front & Back Matter,Thomas Bock munich,2015,"Gerontology 61 (3), 2015"
Automatisierung und Robotereinsatz imIndustriebau (English: Automation and robot use in industrial construction),Thomas Bock munich,2015,"IndustrieBau 5, 36-39, 2015"
ISARC 2014,Thomas Bock munich,2015,"Automation in Construction 100 (59), 97-98, 2015"
Adaptive Speed and Sensitivity Configuration with Parallel Health Status Validation via a Gesture-Based Controller-Robotic Arm Interface,Thomas Bock munich,2015,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2015"
Thomas Bock katedradunarekin solasean: 35 urte automatizazioa eta robotika eraikuntzan txertatzen,Thomas Bock munich,2014,"Aldiri: arkitektura eta abar, 19-21, 2014"
New method for in-vitro evaluation of pit-and-fissure sealant performance,Thomas Bock munich,2014,"Dental Materials, e53-e54, 2014"
Ambient Integrated Robotics: Solutions for Cities,Thomas Bock munich,2014,"Proceedings of the VDE-Congress “Smart Cities–Intelligent Solutions for …, 2014"
The City of the Future (English: The City of the Future),Thomas Bock munich,2014,"Technik in Bayern (TIB) 4, 2014"
Questions of the theory of biospheric compatibility of the cities and settlements,Thomas Bock munich,2014,
REGENERATION OF CONGESTED AREAS BY ROBOTIC URBAN RENEWAL,Thomas Bock munich,2013,"ISARC. Proceedings of the International Symposium on Automation and Robotics …, 2013"
Regeneration of congested Areas by robotic Urban Renewal,Thomas Bock munich,2013,"Proceedings of the 30th International Symposium in Automation and Robotics …, 2013"
Wie Roboter ein Haus bauen,Thomas Bock munich,2013,"Technik in Bayern, 27-28, 2013"
"PASSAge-Personalisierte Mobilität, Assistenz und Service Systeme in einer alternden Gesellschaft",Thomas Bock munich,2013,"6. Deutscher AAL Kongress: Demografischer Wandel-Assistenzsysteme aus der …, 2013"
Erste real einsetzbare mechatronische Wand,Thomas Bock munich,2013,"Technik in Bayern, 28-29, 2013"
Feasibility Study for robotic facade Upgrading and Maintenance,Thomas Bock munich,2013,"Proceedings of the Creative Construction Conference 2013, 382-391, 2013"
"Automation, robotics, services evolution of large. scale mass customization in the Japanese building industry",Thomas Bock munich,2013,"Mass Customization and Personalisation in Architecture and Construction: A …, 2013"
Rapid Return on Investment by innovative Methods in Construction visualized by Cash Flow Model,Thomas Bock munich,2013,"Proceedings of the Creative Construction Conference 2013, 2013"
Towards an embedded robotic Environment in existing Buildings,Thomas Bock munich,2013,"Proceedings of the Creative Construction Conference 2013, 391-398, 2013"
Towards a robotic refurbishment Process of industrial Buildings,Thomas Bock munich,2013,"Proceedings of the 30th International Symposium in Automation and Robotics …, 2013"
Towards a Vision COntrolled Robotic Home Environment,Thomas Bock munich,2013,"Journal of Automation in Construction: Special Issue, 2013"
"PASSAge-Personalized Mobility, Assistance and Service Systems in an Ageing Society: PASSAge-Personalisierte Mobilität, Assistenz und Service Systeme in einer alternden Gesellschaft",Thomas Bock munich,2013,"Deutscher AAL-Kongress 2013: 22/01/2013-23/01/2013, 2013"
한국 모듈러 건축 사업을 위한 독일 모듈러 건축의 착안,Thomas Bock munich,2013,"Construction Engineering and Management 14 (5), 58-60, 2013"
Tokyo Sky Tree: Using Pagoda Technology,Thomas Bock munich,2012,"BAUINGENIEUR 87, 65-71, 2012"
Automating daily activities,Thomas Bock munich,2012,"Proceedings of the International Society of Gerontechnology in Cooperation …, 2012"
A gesture-based human-machine interface using stereoscopic depth images,Thomas Bock munich,2012,"2nd Applied Research Conference 2012 (ARC 2012), 25./26. June 2012 …, 2012"
30 Jahre Bauforschung,Thomas Bock munich,2012,"Internationale Jugendkonferenz"" Akademische Grundsteinuntersuchungen von …, 2012"
Tokyo Sky Tree: Applied construction robotics as guarantor for quality and seismic safety,Thomas Bock munich,2012,"Der Bauingenieur, 65-71, 2012"
Mechatronics and robotics in architecture,Thomas Bock munich,2012,"Proceedings of the International Society of Gerontechnology in Cooperation …, 2012"
Co-adaptation of mobility devices,Thomas Bock munich,2012,"Proceedings of the International Society of Gerontechnology in Cooperation …, 2012"
Multi-Robotic Assistant System,Thomas Bock munich,2012,"Proceedings of the International Society of Gerontechnology in Cooperation …, 2012"
Front & Back Matter,Thomas Bock munich,2012,"Intervirology 55 (2), 2012"
Advanced Building engineering: Deploying mechatronics and robotics in architecture,Thomas Bock munich,2012,"Journal of Gerontechnology: Robotics 11 (02/2012), 2012"
A Multi-Robotic Assistant System (MRAS): A development approach with application to the ageing society,Thomas Bock munich,2012,"Journal of Gerontechnology: Robotics 11 (02/2012), 2012"
Forschung für selbsbestimmres Leben im Alter,Thomas Bock munich,2012,"IBR Informationen Bau-Rationalisierung, 2012"
Vision controlled robotic furniture system,Thomas Bock munich,2012,"Journal of Gerontechnology: Robotics 11 (02/2012), 2012"
The Healthcare and Motivation Seat-A survey with the GewoS,Thomas Bock munich,2012,"Workshop AAL: Mensche und Computer 2012, 2012"
A novel MiniOn agent assisted robotic kitchen platform,Thomas Bock munich,2012,"Journal of Gerontechnology: Robotics 11 (02/2012), 2012"
Abrissbirne adé: automatisierter Rückbau von Gebäuden,Thomas Bock munich,2012,"IBR Informationen Bau-Rationalisierung, 16-17, 2012"
Rationalisierung des Wohnens: Flexibles Innenausbausystem mit integrierten Assistenz-und Mechatroniksystemen zur Unterstützung des selbstbestimmten Lebens älterer Menschen im …,Thomas Bock munich,2012,"IBR Informationen Bau-Rationalisierung, 9-12, 2012"
Advances in Construction Automation,Thomas Bock munich,2011,"Computer-aided civil and infrastructure engineering 26 (5), 2011"
Development of functional AAL environments through process analysis and process modification,Thomas Bock munich,2011,"uDay IX-Intelligent Wohnen (English: Intelligent Living), 2011"
Robotics for homecare. Towards the development of customized support systems,Thomas Bock munich,2011,"uDay IX-Intelligent Wohnen (English: Intelligent living), 2011"
Planning method for the development of AAL environments considering the geriatric assessment,Thomas Bock munich,2011,"uDay IX-Intelligent Wohnen (English: Intelligent Living), 2011"
Strategies for the development and dissemination of assistance systems in Japan,Thomas Bock munich,2011,"4th German Ambient Assisted Living Conference, 2011"
Ubiquitous Life Support Systems for an Ageing Society in Japan,Thomas Bock munich,2011,"Ambient Assisted Living: Advanced Technologies and Societal Change, 2011"
Robotik-gestützter Bau des 643 Meter hohen erdbebensicheren Tokyo Sky Tree,Thomas Bock munich,2011,"IBR Informationen Bau-Rationalisierung 40 (03/2011), 16-19, 2011"
"Advanced Construction and Building Technology-Automation, Robotics, Services",Thomas Bock munich,2011,"IBR Informationen Bau-Rationalisierung 40 (02/2011), 38, 2011"
Entwicklunh funktionaler AAL-Umgebungen durch Prozessanalyse und Prozessmodifikation,Thomas Bock munich,2011,"Intelligent Wohnen, 12-19, 2011"
Planungsmethode zur Entwicklung von AAL-Umgebungen unter Berücksichtigung des geriatrischen Assessments,Thomas Bock munich,2011,"Intelligent Wohnen, 17-35, 2011"
Mass Customization im Bauwesen,Thomas Bock munich,2011,"IBR Iformationen Bau-Rationalisierung 40 (04/2011), 14-19, 2011"
Modelling and OPerating Robotic Environments Using Gazebo/ROS,Thomas Bock munich,2011,"Proceedings of the 28th International Symposion on Automation and Robotics …, 2011"
Personal Health Environments: industriell maßgeschneiderte Assistenzumgebungen für den privaten Haushalt,Thomas Bock munich,2011,"IBR Informationen Bau-Rationalisierung 40, 17-20, 2011"
Strategien zur Entwicklung und Verbreitung von Assistenzsystemen in Japan,Thomas Bock munich,2011,"4. Deutscher AAL Kongress: Demografischer Wandel-Assistenzsysteme aus der …, 2011"
Strategy for the development of assistive Environments based on geriatric Assessment,Thomas Bock munich,2011,"Proceedings of the 28th International Symposion on Automation and Robotics …, 2011"
